0.39755899,0.03973470,0.77096623,0.03642201,0.00088999,0.05321168,0.99791843,0.11212887,-0.21918498,-0.01127891,0.19643667,-0.30853218,0.11434667,-0.51011509,-0.11036830,-0.14784400,0.25514287,-0.04613641,-0.07860897,-0.03520640,-0.01548612,-0.02920759,0.11913952,0.36605537,-0.33663809,0.54422116,0.04507887,0.01188623,0.02956992,0.64958465,-0.36918116,0.31184313,0.65294707,-0.03001947,0.01051583,-0.00641757
0.42975861,0.03829380,0.76381230,0.03656035,0.00431153,0.05034065,0.99805337,0.13969518,-0.21070956,-0.00546160,0.22877960,-0.37055668,0.10459694,-0.52638191,-0.08782350,-0.12337322,0.13321914,-0.04107910,-0.08297008,-0.03993274,-0.01454178,-0.02687457,0.09659017,0.38746053,-0.33905280,0.52552426,0.04817523,0.01308961,0.03470733,0.63809067,-0.35360742,0.29406548,0.68218678,-0.02610245,0.00748251,-0.00546941
0.46457881,0.03539022,0.75739932,0.03395206,0.00584759,0.04914415,0.99819732,0.16234089,-0.19165626,0.00152006,0.28562266,-0.41983685,0.09055243,-0.52272254,-0.06138403,-0.10397343,0.07623470,-0.01995268,-0.08764775,-0.04300994,-0.01101229,-0.02931391,0.08615546,0.40341103,-0.33977363,0.51755959,0.05023142,0.01503461,0.03840082,0.62268615,-0.33762917,0.28016165,0.71448153,-0.02299442,0.00636329,-0.00499854
0.50197136,0.03082778,0.75538129,0.02745527,0.00437492,0.04945981,0.99838912,0.17647418,-0.15761653,0.01141607,0.37488562,-0.42821512,0.07274003,-0.50395948,-0.02904194,-0.09396857,0.07611050,0.02103333,-0.09261014,-0.04422759,-0.00385946,-0.03456439,0.09026720,0.41354552,-0.34041086,0.51840454,0.05128221,0.01764692,0.04026658,0.60538262,-0.32124019,0.27205426,0.74607283,-0.02084991,0.00717073,-0.00464812
0.54073316,0.02485323,0.75437915,0.01762694,0.00045238,0.05102164,0.99854189,0.17492071,-0.10919724,0.02449635,0.49371096,-0.38513443,0.05233188,-0.47439772,0.00829839,-0.09252063,0.11114074,0.06699950,-0.09777085,-0.04350153,0.00639511,-0.03949896,0.10788265,0.41873470,-0.34110627,0.52456135,0.05134264,0.02008372,0.04019582,0.58632594,-0.30623889,0.27056181,0.77165788,-0.01981577,0.00903923,-0.00445795
0.58037603,0.01825693,0.75549936,0.00725347,-0.00551920,0.05273754,0.99856681,0.15500191,-0.05451529,0.04122334,0.63721031,-0.29533866,0.03100721,-0.43340990,0.04592582,-0.09510959,0.15700638,0.09743072,-0.10325089,-0.04008899,0.01698536,-0.04372524,0.13794962,0.41981459,-0.34126231,0.53349262,0.05038491,0.02173598,0.03810757,0.56502610,-0.29574814,0.27532333,0.78693235,-0.02001587,0.01111338,-0.00483258
0.61915755,0.01179828,0.75805801,-0.00363362,-0.01298857,0.05320930,0.99849230,0.11503136,0.00288594,0.05865207,0.79073125,-0.17000413,0.01095561,-0.38453412,0.08498784,-0.10016993,0.19559568,0.10514538,-0.10932834,-0.03288823,0.02834689,-0.04583509,0.17735711,0.41700280,-0.33942005,0.54371774,0.04832735,0.02214355,0.03414449,0.53903663,-0.29237446,0.28519142,0.78963888,-0.02146805,0.01286547,-0.00619480
0.65682584,0.00623650,0.76289576,-0.01271248,-0.02033022,0.05207253,0.99835539,0.05708759,0.05585746,0.07423458,0.94015306,-0.04574022,-0.00589386,-0.32571980,0.12171095,-0.10487928,0.21675216,0.08773305,-0.11614216,-0.02167036,0.03820975,-0.04721744,0.22380652,0.40958983,-0.33426794,0.55614424,0.04510333,0.02161619,0.02842544,0.50841683,-0.29732445,0.29869637,0.78110307,-0.02413860,0.01483750,-0.00876571
0.69354910,0.00199680,0.77106130,-0.01793689,-0.02761180,0.04933625,0.99823934,-0.01476260,0.09753659,0.08764401,1.07124484,0.04101922,-0.01852215,-0.25810918,0.15048814,-0.10648122,0.21763201,0.05066761,-0.12342165,-0.00738608,0.04388661,-0.04845113,0.27462602,0.39660752,-0.32467654,0.57277316,0.04072624,0.02069076,0.02117348,0.47411790,-0.31045848,0.31411546,0.76391917,-0.02789740,0.01757834,-0.01257881
0.72911525,-0.00043768,0.77771139,-0.01912439,-0.03313852,0.04596269,0.99821013,-0.09739867,0.12514567,0.10052196,1.15908706,0.08357494,-0.02708222,-0.18366189,0.16721769,-0.10476867,0.20597473,0.01283013,-0.13038921,0.00879337,0.04597156,-0.04861873,0.32479995,0.37872040,-0.30911675,0.59329593,0.03538726,0.01863846,0.01309285,0.43721050,-0.33189169,0.32928121,0.73934609,-0.03255878,0.02052909,-0.01769800
